,sentence,valence,arousal
46329,나는 오늘 산책을 하며 푸른 하늘을 바라봤어요.,1.0,-1.0
46330,나는 오늘 산책을 하며 바람을 맞으며 기분이 좋았어요.,1.0,-1.0
46331,나는 오늘 독서를 하면서 편안한 느낌이 들어요.,1.0,-1.0
46332,나는 오늘 운동을 하며 상쾌한 기분을 느꼈어요.,1.0,-1.0
46333,오늘은 하루 일과를 마치고 편안한 느낌이 들어요.,1.0,-1.0
46334,오늘은 산책을 하며 시원한 바람을 맞고 기분이 좋았어요.,1.0,-1.0
46335,아침 일찍 일어나서 산책을 하면서 상쾌한 기분을 느꼈어요.,1.0,-1.0
46336,수다 떨며 친구와 함께 시간을 보내니 편안한 기분이 들어요.,1.0,-1.0
46337,오늘은 산책을 즐기며 신선한 공기를 마셔 기분이 좋았어요.,1.0,-1.0
46338,오늘은 새로운 요리를 시도해보며 즐거운 시간을 보냈어요.,1.0,-1.0
46339,오늘은 책을 읽으며 편안함을 느꼈어요.,1.0,-1.0
46340,마음이 편안해지는 새벽 산책을 즐겼어요.,1.0,-1.0
46341,금일은 산책을 즐기며 신선한 공기를 마시며 여유롭고 행복했어요.,1.0,-1.0
46342,오늘은 새로운 취미를 배우며 즐겁고 신나는 하루를 보냈어요.,1.0,1.0
46343,카페에서 책을 읽으며 편안함을 느꼈어요.,1.0,-1.0
46344,오늘은 강가에서 산책을 하며 감사한 마음으로 휴식했어요.,1.0,-1.0
46345,맑은 날씨에 산책을 즐겼습니다.,1.0,-1.0
46346,나무 밑에서 책을 읽으며 휴식하였어요.,1.0,-1.0
46347,호수에서 물고기를 보며 힐링했어요.,1.0,-1.0
46348,커피 한 잔과 함께 공원을 산책하며 편안함을 느꼈어요.,1.0,-1.0
46349,가을 바람이 시원하게 부는 동안 나뭇가지를 바라보며 느긋함을 느꼈어요.,1.0,-1.0
46350,맑은 날씨에 공원에서 산책했어요.,1.0,-1.0
46351,오늘은 동네 공원에서 산책하며 휴식을 취했어요.,1.0,-1.0
46352,첫 사랑을 기억하며 미소 지었습니다.,1.0,1.0
46353,목이 마르지만 시원한 물 한잔으로 기분이 좋아졌어요.,1.0,-1.0
46354,오늘은 푸른 하늘 아래 산책을 즐겼어요.,1.0,-1.0
46355,"햇빛이 쨍쨍 내리쬐는 날, 공원을 거닐며 시간을 보냈어요.",1.0,-1.0
46356,오늘은 바람이 시원하게 부는 날씨에 산책을 즐겼어요.,1.0,-1.0
46357,산책하면 마음이 편안해지는 것 같아요.,1.0,-1.0
46358,"바람 부는 날, 공원 산책을 하고 나서 기분이 좋아졌어요.",1.0,-1.0
46359,"햇살 가득한 아침, 동네를 걷다 보니 기분이 좋아졌어요.",1.0,-1.0
46361,오늘은 바다를 보며 햇살 가득한 날씨를 즐기는 것이 너무 행복해요.,1.0,1.0
46362,바다 소리를 듣는 것만으로 마음이 편안해져서 좋아요.,1.0,-1.0
46363,오늘은 새로운 책을 읽으면서 마음이 평화로워졌어요.,1.0,-1.0
46365,오늘은 바다를 보며 햇살 가득한 한적한 시간을 보내는 것이 너무 행복합니다.,1.0,1.0
46366,오늘은 하루 종일 도서관에서 책을 읽으면서 마음을 진정시키는 것이 너무 편안합니다.,1.0,-1.0
46367,산책하며 산뜻한 공기를 마시는 것만으로도 기분이 좋아지네요.,1.0,-1.0
46368,오늘은 산책하며 새소리를 듣는 것만으로도 기분이 좋아졌어요.,1.0,-1.0
46369,어제는 친구들과 함께 식사를 하며 즐거운 대화를 나누는 것이 기분이 좋았어요.,1.0,1.0
46370,"오늘은 비 오는 날, 창밖으로 비를 보며 편안한 마음이 들어요.",1.0,-1.0
46371,친구들과 함께 산책하며 즐거운 대화를 나누는 것이 기분이 좋아요.,1.0,1.0
46372,오늘은 산책하며 새싹이 돋아나는 풀을 보는 것만으로도 기분이 좋아져요.,1.0,1.0
46373,오늘은 동네 카페에서 책을 읽으며 조용한 시간을 보내는 것이 기분이 좋아졌어요.,1.0,-1.0
46374,오늘은 산책하며 새롭게 피어나는 꽃들을 바라보는 것만으로 힐링되어요.,1.0,-1.0
46375,오늘은 해가 떠오르는 일찍 일어나는 것만으로도 기분이 좋아져요.,1.0,1.0
46376,오늘은 바람이 부는 가을 날씨 속에서 책을 읽는 것이 기분이 좋았어요.,1.0,-1.0
46377,오늘은 산책하며 바람 소리를 들으면서 마음이 편안해졌어요.,1.0,-1.0
46378,오늘은 작은 꽃밭을 걸으면서 나 자신에게 조금 더 가까워진 기분이 들어요.,1.0,1.0
46379,오늘은 새로운 카페를 발견해서 여유로운 시간을 보냈어요.,1.0,-1.0
46380,오늘은 해가 떠올라 기분이 좋은 하루였어요.,1.0,-1.0
46381,오늘은 산책하며 새로운 공원을 발견하여 신나게 놀았어요.,1.0,1.0
46382,오늘은 새로운 카페에서 아메리카노를 마시며 책을 읽었어요.,1.0,-1.0
46383,오늘은 새로운 공원에서 나무 그늘 아래에서 쉬어가는 것 같은 기분이에요.,1.0,-1.0
46384,오늘은 새로운 산책로를 발견하여 즐거운 시간을 보냈어요.,1.0,1.0
46385,오늘은 새로운 책을 읽으며 힐링하는 시간을 보냈어요.,1.0,-1.0
46386,오늘은 새로운 카페에서 따뜻한 차 한 잔을 즐기며 책을 읽는 힐링 타임을 가졌어요.,1.0,-1.0
46387,오늘은 새로운 산책로를 발견하여 향긋한 꽃향기를 맡으며 싱그러운 공기 속에서 즐거운 시간을 보냈어요.,1.0,1.0
46388,오늘은 새로운 카페에서 차 한 잔 마시며 책을 읽는 힐링 타임을 보냈어요.,1.0,-1.0
46389,오늘은 새로운 산책로를 발견하여 향긋한 꽃 향기를 맡으며 싱그러운 공기 속에서 즐거운 시간을 보냈어요.,1.0,1.0
46390,오늘은 새로운 카페에서 감성적인 음악을 들으며 차를 마시는 시간을 즐겼어요.,1.0,1.0
46391,오늘은 바람이 시원해서 산책하기 좋은 하루였어요.,1.0,-1.0
46392,오늘은 새로운 카페에서 아로마티한 커피 향을 맡으며 책을 읽는 힐링 타임을 보냈어요.,1.0,-1.0
46393,어젯밤 창문을 열어 시원한 바람을 맞으며 마음이 편한 기분이었어요.,1.0,-1.0
46394,오늘은 산책을 하며 구름이 많아서 약간의 불안감을 느꼈어요.,1.0,-1.0
46395,오늘은 집에서 창문을 열어 바깥 풍경을 바라보며 느긋한 시간을 보냈어요.,1.0,-1.0
46396,어젯밤 비가 내려 창문을 닫았는데도 마음 한 구석이 따뜻했어요.,1.0,-1.0
46397,어젯밤 창문을 열어 새소리를 들으며 마음이 편안했어요.,1.0,-1.0
46398,오늘은 나무 밑에서 바람을 맞으며 마음이 편안한 기분이에요.,1.0,-1.0
46399,오늘은 꽃 향기에 취해 보라색 노을을 바라보며 만족스러운 하루를 보냈어요.,1.0,-1.0
46400,어제 밤에 별빛을 보며 힘든 일상을 잊었어요.,1.0,-1.0
46401,어제 일기를 쓰며 마음이 편안해졌어요.,1.0,-1.0
46402,감성 대화 말뭉치 데이터 셋을 생성하였습니다.,1.0,-1.0
46403,바람 부는 날 햇살이 화사해서 마음이 편안한 기분이에요.,1.0,-1.0
46404,"첫 눈이 내리는 날, 창밖의 풍경이 아름답고 신비로워요.",1.0,1.0
46407,"매일 빡세게 일하는 것은 정말 힘들지만, 끝나고 나면 뿌듯한 기분이에요.",1.0,-1.0
46408,한강을 따라 산책하는 것은 마음이 안도되는 기분을 줘요.,1.0,-1.0
46409,"첫 봄비가 내리는 날, 동물원의 식물이 푸르고 신비롭습니다.",1.0,1.0
46410,봄날에 창밖을 내다보면 새싹이 피어나는 걸 보고 마음이 느긋해집니다.,1.0,-1.0
46411,날씨가 맑고 상쾌해서 마음이 편안해지는 기분이에요.,1.0,-1.0
46412,"해가 지는 저녁, 창문을 통해 바람이 부는 소리를 들으면 마음이 편안해져요.",1.0,-1.0
46413,하루 일정을 마치고 햇살 가득한 창가에 앉아서 차 한 잔 마시는 것만으로도 기분이 좋아집니다.,1.0,-1.0
46414,"햇살이 따사로이 내리쬐는 날, 새싹이 솟아나는 모습을 보며 마음이 환한 기분이 들어요.",1.0,1.0
46415,"벚꽃이 피어난 봄날, 산책을 즐기며 마음이 편안해져요.",1.0,-1.0
46416,소중한 사람과 함께하는 시간은 항상 행복하고 따뜻한 기분을 주네요.,1.0,1.0
46417,창밖으로 내리는 눈을 보며 따뜻한 차 한 잔 마시는 것만으로도 마음이 편안합니다.,1.0,-1.0
46418,내일은 새로운 시작이 기대돼요. 오늘의 일상을 마무리하고 내일의 계획을 세우는 건 항상 즐거운 일이에요.,1.0,1.0
46419,"솔밭을 걷는 기분, 바람이 부는 소리를 들으며 마음이 편안했어요.",1.0,-1.0
46420,하루 일과를 마치고 창가에 앉아 하늘을 바라보며 편안함을 느꼈습니다.,1.0,-1.0
46422,벌써 여름이 다가오는 기운을 느껴요. 바다에서 파도 소리를 듣는 것만으로도 즐거워지네요.,1.0,1.0
46423,오늘은 새로운 책을 읽으면서 편안함을 느꼈습니다.,1.0,-1.0
46424,바람 부는 곳으로 걷는다는 것만으로도 마음이 편안해졌어요.,1.0,-1.0
46425,굳고 단단한 나무처럼 더 단단해지기 위해 노력하고 있어요.,1.0,1.0
46427,나는 오늘 하루를 미소를 지으면서 보내려고 노력하고 있어요.,1.0,1.0
46428,나는 오늘 햇살 가득한 날씨 속에서 행복한 느낌을 받았어요.,1.0,1.0
46429,밤하늘에 반짝이는 별들이 나를 감싸 안아주는 것 같아요.,1.0,-1.0
46430,나는 오늘 하늘을 보며 행복한 미소를 띠고 있어요.,1.0,1.0
46431,오늘은 햇빛이 환하게 비치는 날이에요.,1.0,-1.0
46432,나는 오늘 즐거운 하루를 보내고 싶어요.,1.0,1.0
46434,어젯밤 꽃 향기에 싸여 마음이 편안해졌어요.,1.0,-1.0
46435,오늘은 즐거운 일상을 맞이했어요.,1.0,1.0
46436,어젯밤 별이 아름다운 밤하늘을 비추고 있었어요.,1.0,1.0
46437,어젯밤 창문을 열어 시원한 바람이 들어오는 것 같아 기분이 좋았어요.,1.0,-1.0
46438,나는 오늘도 일기를 쓰며 마음을 정리했어요.,1.0,-1.0
46439,어제는 산책을 하며 새로운 에너지를 받았어요.,1.0,1.0
46440,어제 늦은 밤에 별들이 반짝이는 하늘을 보며 내면의 평화를 느꼈어요.,1.0,-1.0
46441,오늘은 산책을 하며 새로운 기운을 받았어요.,1.0,1.0
46442,산책을 하며 바람이 시원해서 기분이 좋았어요.,1.0,-1.0
46443,오늘은 산책을 하며 즐거운 시간을 보냈어요.,1.0,-1.0
46444,어제는 바닷가에서 파도 소리를 들으며 여유를 느꼈어요.,1.0,-1.0
46445,오늘은 새로운 책을 읽으며 여유를 느꼈어요.,1.0,-1.0
46446,어제는 공원에서 나뭇잎 사이로 비가 소리를 듣고 마음이 편안했어요.,1.0,-1.0
46447,오늘은 작은 카페에서 따뜻한 커피를 즐기며 책을 읽었어요.,1.0,-1.0
46448,오늘은 일출을 보며 산책을 즐겼어요.,1.0,-1.0
46449,바쁜 하루 끝에 편한 침대에 누워 집중함을 잃고 쉬었어요.,1.0,-1.0
46450,오늘은 새로운 장소에서 맛있는 음식을 먹으며 즐거운 시간을 보냈어요.,1.0,1.0
46451,어제는 들려오는 파도 소리를 들으며 마음이 평화로웠어요.,1.0,-1.0
46452,오늘은 산책하며 새로운 공원에서 햇살을 받으며 즐거운 시간을 보냈어요.,1.0,1.0
46453,오늘은 비 오는 날씨에 창가에 앉아 차를 마시며 책을 읽었어요.,1.0,-1.0
46454,새벽에 바람을 맞으며 여유를 느꼈어요.,1.0,-1.0
46455,오늘은 해가 뜨면서 조용한 산책을 즐겼어요.,1.0,1.0
46456,미소를 지으며 쥐 얘기를 들었어요.,1.0,1.0
46457,미소를 짓으며 햇살 가득한 날에 동네를 산책했어요.,1.0,1.0
46458,오늘은 나뭇잎이 바람에 흔들리며 산책을 즐겼어요.,1.0,-1.0
46459,새벽에 바람이 부는 소리를 듣고 여운이 남는 시간을 보냈어요.,1.0,-1.0
46460,햇살 가득한 날에 고양이를 몰랐던 친구를 만났어요.,1.0,-1.0
46462,바람 부는 날 동네를 산책하는 것은 무척 즐거운 일이에요.,1.0,1.0
46463,친구와 함께 공원을 걸어 다니는 건 늘 즐겁고 기분 좋은 시간이에요.,1.0,1.0
46464,오늘은 비오는 날씨에 창문을 열고 차를 마시며 책을 읽는 시간이었어요.,1.0,-1.0
46465,나무 아래서 책을 읽는 것은 마음이 휴식을 취하는 것 같아요.,1.0,-1.0
46466,근처 공원에서 산책하는 것은 마음이 편안해지는 일이에요.,1.0,-1.0
46467,부드럽게 눈이 내리는 날씨 속에서 창가에 앉아 차를 마시며 책을 읽는 것은 정말 편안한 시간이에요.,1.0,-1.0
46468,친구와 함께 학교를 다니는 것은 항상 즐겁고 흥분되는 경험이에요.,1.0,1.0
46469,나무 아래에 앉아 책을 읽는 것은 마음이 휴식을 취하는 것 같아요.,1.0,-1.0
46470,축구장에서 친구들과 축구를 하면서 모두가 즐거운 시간을 보낸다고 느꼈어요.,1.0,1.0
46471,다소 힘든 하루였지만 집으로 돌아오면 늘 느긋한 기분이 들어요.,1.0,-1.0
46472,하루 일과를 마치고 창가에 앉아 차를 마시며 음악을 듣는 것은 정말 편안한 시간이에요.,1.0,-1.0
46473,친구들과 함께 공원에서 피크닉을 즐기는 것은 항상 만족스러운 경험이에요.,1.0,-1.0
46474,나무 밑에서 책을 읽으며 새들의 지저귐을 듣는 시간이 마음을 안정시켜줍니다.,1.0,-1.0
46475,일기를 쓰는 것처럼 나의 하루를 기록하는 것이 감사하는 감정을 느끼게 해줍니다.,1.0,-1.0
46476,나는 오늘 햇살 가득한 아침을 맞이하여 신이 난 느낌이 듭니다.,1.0,1.0
46477,숲 속을 걷는 것은 마음을 편안하게 해줍니다.,1.0,-1.0
46478,여행을 계획하는 것은 흥분되는 감정을 불러일으킵니다.,1.0,1.0
46479,나는 바닷가에서 파도 소리를 듣는 것을 좋아합니다.,1.0,1.0
46480,나는 오늘 할일을 모두 끝내고 자는 것이 만족스러운 느낌을 줍니다.,1.0,-1.0
46481,오후에 카페에서 책을 읽는 것은 편안한 느낌을 줍니다.,1.0,-1.0
46482,숨 쉬는 것만으로도 행복할 수 있습니다.,1.0,-1.0
46483,비 내리면 집에서 차한잔 마시는 것이 편안한 느낌을 줍니다.,1.0,-1.0
46484,금요일이면 친구들과 만나는 것이 흥분되는 느낌을 줍니다.,1.0,1.0
46485,나는 오늘 하루를 끝내고 편안한 느낌을 받았습니다.,1.0,-1.0
46486,친구와 함께 산책하는 것은 편안한 느낌을 줍니다.,1.0,-1.0
46487,나는 오늘 일기를 쓰는 것으로 만족스러운 느낌을 받았습니다.,1.0,-1.0
46488,나는 햇살 가득한 날에 산책하는 것이 느긋한 느낌을 줍니다.,1.0,-1.0
46489,친구들과 함께 산책하는 것은 사랑하는 느낌을 줍니다.,1.0,1.0
46490,좋은 밤에 별을 보며 고요한 느낌을 받았습니다.,1.0,-1.0
46491,나는 오늘 하루를 감사하는 마음으로 시작했습니다.,1.0,-1.0
46492,나는 오늘 밤에 별을 보며 편안한 느낌을 받았습니다.,1.0,-1.0
46593,달빛 아래서 노래하는 새벽길을 걷고 싶어요.,1.0,1.0
46594,눈물이 마르기 전에 노래로 슬픔을 잊고 싶어요.,1.0,1.0
46595,새벽에 바람 소리를 듣며 편안한 마음으로 노래를 부르고 싶어요.,1.0,-1.0
46596,새벽에 바람이 부는 소리를 듣고 싶어요.,1.0,-1.0
46597,새벽에 별빛이 내리는 밤길을 걷고 싶어요.,1.0,1.0
46598,창밖으로 비가 내리는 밤을 바라보며 노래를 부르고 싶어요.,1.0,-1.0
46599,빗속에서 우산을 쓰고 걷는 것만으로도 기분이 좋아지네요.,1.0,-1.0
46600,푸른 하늘 아래 꽃 향기를 맡으며 걷는 것만으로도 기분이 좋아지네요.,1.0,-1.0
46601,"눈 내리는 날, 따뜻한 차 한 잔이 땀을 식혀줄 것 같아요.",1.0,-1.0
46602,바람에 날개처럼 느껴지는 하루를 보내고 싶어요.,1.0,1.0
46603,하늘을 날아 다니는 새들이 부러워지는 순간이 있어요.,1.0,1.0
46604,산책하며 바람을 맞는 것만으로도 행복해져요.,1.0,-1.0
46605,바람에 실려가는 느낌으로 자유로운 마음으로 뛰어보고 싶어요.,1.0,1.0
46606,감정을 담은 노래 가사처럼 아름다운 하루를 보내고 싶어요.,1.0,1.0
46607,바람에 흔들리는 나뭇가지처럼 가벼운 하루를 보내고 싶어요.,1.0,-1.0
46608,바람에 스치는 감정을 담은 노래처럼 자유로운 마음으로 춤추고 싶어요.,1.0,1.0
46609,바다가 부서지는 소리에 행복한 기분이 들어요.,1.0,-1.0
46610,달콤한 꽃 향기와 함께 행복한 하루를 보내고 싶어요.,1.0,1.0
